sigma l k
3.354837028605596183e-01 4.426339620519194051e-01 7.923958869835656671e-02
3.521954059688100491e-01 3.984644906580536161e-01 1.306885023539079427e-01
3.054527385486430768e-01 4.515129312176199838e-01 1.283365652499071086e-01
3.591991166136052627e-01 4.116676990888255006e-01 1.362072839957988446e-01
3.326788765177715601e-01 4.155319894935805558e-01 -8.317513492472339287e-03
3.615077051799931440e-01 4.316199430368504730e-01 -7.111239128540414178e-02
4.536023710133181841e-01 3.857114347677619293e-01 2.509373158418926053e-02
3.761929794861356147e-01 4.009904828442259483e-01 -1.133892512341115877e-01
3.615799818154173950e-01 4.257118721855813193e-01 -1.357008904186118858e-02
3.385988097678386821e-01 4.308652408191815941e-01 1.005511157819025669e-01
4.035884942783908302e-01 3.866943912395254812e-01 6.947819811741129392e-02
3.729955407369371922e-01 4.102216829672688525e-01 4.768182234214246584e-02
3.913453168245660807e-01 3.914567667226623859e-01 7.829039095896650480e-02
3.297293570189003264e-01 3.824305789031763325e-01 4.172118311040118321e-02
3.422925472305627936e-01 4.181682021056784548e-01 2.596302494705726716e-02
3.296925490730591712e-01 3.860609029175121609e-01 7.963368335643017382e-02
2.981983808356868382e-01 4.255427404992406237e-01 2.895581269635161270e-02
3.790240005293080694e-01 4.017212844393024951e-01 2.211726894323717829e-02
3.672480316202491601e-01 4.160514945837071599e-01 8.570957296511960699e-02
3.364307034241832972e-01 4.038638269297553096e-01 3.113683628555419247e-02
3.256457498222574687e-01 4.071121621781871314e-01 5.782350886580678306e-02
3.305594222335249133e-01 4.106345885293609665e-01 -1.594592964170193916e-02
3.007498266957878696e-01 4.448735439218842735e-01 6.579197713195750197e-02
3.257162226702112751e-01 4.097761111386549193e-01 6.229348267629730707e-02
3.643345313385837336e-01 4.275670408047388960e-01 -1.141429677523009278e-02
3.679408026013085697e-01 4.045993552684434835e-01 1.271302581222988337e-03
3.925212177839931260e-01 4.043249843496749540e-01 1.218256897424676577e-01
3.329356577524859584e-01 4.394245875001357993e-01 6.697402567806332030e-02
3.140736120987522861e-01 4.171556196857072463e-01 4.069338590905369202e-02
4.212771045707069950e-01 4.182980669425640508e-01 2.200844114756428382e-02
3.686071598537548066e-01 4.047798735532240899e-01 -8.386107723127622648e-02
3.597910534728608334e-01 4.491002145029479031e-01 -4.873654674942828890e-02
3.691812661958165376e-01 4.072001091106243198e-01 -9.209330191277897981e-03
3.889426534673623426e-01 4.106048408061496735e-01 3.768898461243241904e-02
3.139789083551511317e-01 4.136770594133682977e-01 2.053554094732801261e-02
4.075065278846689010e-01 3.970241087208491448e-01 1.049480660491886042e-01
3.438820807504343047e-01 4.065550716279853205e-01 -2.206179996843404822e-02
3.357299274033077596e-01 4.387320659053123295e-01 1.881887631917877890e-02
3.560580596992427571e-01 3.843409572354882786e-01 1.445477111412161175e-01
3.601639141975195857e-01 3.937983162594926312e-01 1.599339124855907457e-01
3.015788367862657915e-01 4.243891244335073476e-01 -5.994780759594375841e-02
3.359301429640899617e-01 4.007174833581300111e-01 3.443842452692047473e-02
3.033913620451019755e-01 4.398627049467484507e-01 -2.025017171466247934e-02
3.576925080513473909e-01 4.163612205329048632e-01 -5.363721866749893152e-02
3.382310796725154223e-01 4.157254935360874537e-01 2.777648931586651493e-02
3.578111302831641916e-01 3.807625489564666621e-01 1.096639555382707965e-01
3.450582670480183967e-01 3.973126304735508096e-01 2.718012830092231269e-02
3.970700812203193375e-01 4.057399221278079060e-01 -7.034601615891966642e-02
3.433040751190011841e-01 4.032577925910356687e-01 1.151792146509953430e-01
4.018919572962810216e-01 4.056972637616361732e-01 3.522244221456194424e-02
3.288377562476529903e-01 4.426145800700947430e-01 -2.079278497266967562e-02
3.429409698139252449e-01 4.074874759848417516e-01 4.032480974684182762e-02
3.112149298661847641e-01 4.565681487475525824e-01 8.159249497989540245e-02
3.566724216589983176e-01 4.038694364928725467e-01 1.170202325873483939e-01
3.626133559094689152e-01 3.940901897461190351e-01 5.423352045954032974e-02
4.165841058294800225e-01 3.994494277569993201e-01 -5.914207797835224767e-02
3.596325801606243266e-01 4.409020905357871056e-01 2.233520257734133985e-02
3.560951561674425281e-01 4.177585723215674340e-01 9.125692139248409163e-03
3.307459574944808800e-01 4.307691618976686176e-01 -4.897825965075874866e-02
3.134687328000414497e-01 4.053504965341728772e-01 5.461262319688420241e-02
3.470764573237642980e-01 4.068540315744645919e-01 -3.175719796391351935e-02
3.862901798164080081e-01 4.050313682520573222e-01 1.026028201578912391e-01
3.215207216933374523e-01 3.975876049512110377e-01 3.310029425665583780e-02
3.337815926521132126e-01 3.954414813176583277e-01 8.550885073259006930e-02
3.708715356192770485e-01 4.046209443091122182e-01 1.589410965406634624e-02
3.901786626262931934e-01 3.833802038993494032e-01 2.156747569030703637e-02
3.490926676746088364e-01 3.909048503634151572e-01 8.055582982162334815e-02
3.960624443671145745e-01 3.888224153515769110e-01 1.601996667218719139e-02
3.645671134365258692e-01 3.791056767028151420e-01 5.785728397198330875e-02
3.507166291876456787e-01 4.285242588561405941e-01 -4.709066470338985066e-02
3.350789757678689917e-01 4.658287038740421271e-01 5.206311401409191575e-02
3.673828520558749533e-01 3.970490858034307902e-01 -1.095796589974277202e-01
3.588288325673489876e-01 3.910552944396997188e-01 -3.386045463072562267e-02
3.580389151154982352e-01 4.186822161687809296e-01 -1.854561986223735026e-02
4.303694284549816063e-01 4.384115886707301568e-01 -3.197562208461757205e-02
3.868952973074368251e-01 4.248268714105273292e-01 1.559882078847607545e-03
3.542451086120896320e-01 4.091032932044520454e-01 2.194462219321935414e-02
3.494596707999287899e-01 3.950084262909487332e-01 5.693391592079466434e-02
3.088305775924296004e-01 3.977423709746785718e-01 2.390278640073284500e-02
3.291637809224212119e-01 4.033515628394835351e-01 -7.400899889467627002e-02
3.927077988138841791e-01 4.202335716744656779e-01 7.254814000318221545e-02
3.362476294825392786e-01 4.590786839126069774e-01 8.499775367988249286e-02
3.810832152985121901e-01 4.082401203631113029e-01 6.714919143487119157e-02
3.239987528165924613e-01 4.105788344367126141e-01 2.973013460006446174e-02
3.271740700623091413e-01 4.088239900115850922e-01 8.562789672712289857e-03
3.980722227974916039e-01 3.820435929217715909e-01 -1.305922696336205835e-01
3.732577075452901405e-01 4.099445671171053629e-01 -1.313994794629314011e-02
3.400620492226410496e-01 4.170300526853091272e-01 -5.528107335553544832e-02
3.709842335277228065e-01 4.129963923294580619e-01 -4.769275012116946932e-02
3.576639850562322032e-01 4.073934838261784042e-01 -5.649013365049904145e-02
3.252976340718011228e-01 3.910157946601233170e-01 8.422483256753721115e-02
3.667094841496816859e-01 4.036695579286776470e-01 2.360027121341246037e-02
3.326034284192342372e-01 4.100865990725526267e-01 2.439545593344427665e-02
4.001328965720922226e-01 3.768774550252541600e-01 -8.763211761987099724e-02
3.616912801463019744e-01 4.004199908938054775e-01 -4.714635620517926284e-02
3.916280212248947068e-01 4.180075582314960458e-01 4.817257692481202724e-02
3.378152555010352498e-01 4.313005873917655775e-01 2.655876564744241719e-02
3.539591648769436771e-01 4.117761282537055201e-01 1.789189607880636856e-02
3.512959211987494168e-01 3.942493890836074044e-01 1.500179203158464869e-01
3.331393525861871541e-01 4.067516862719245396e-01 -4.948269126656057448e-02
3.804969869675088878e-01 3.908460531063527865e-01 -7.120305172016483386e-02
3.545816729404032142e-01 4.028764063126960004e-01 1.253364864540396084e-02
4.372719203443956593e-01 3.949361672015208047e-01 4.133812082966015211e-02
3.308812868742408431e-01 4.443373875106631510e-01 4.988741557604958743e-02
3.209747387413208197e-01 4.404898136396399044e-01 5.747565592476422403e-02
3.165083573494606450e-01 3.945462994321269345e-01 8.525185042825111914e-02
3.754645287569992052e-01 4.065902607879504083e-01 7.297132266392813982e-02
3.387920813703736433e-01 4.138555167055305573e-01 -2.386806064652302606e-02
3.785476032965477966e-01 3.947424823995788756e-01 4.829687298939067119e-03
3.809804998510014640e-01 4.078016184342530548e-01 -3.763115071216294183e-02
3.611813103013045700e-01 4.058015529103786712e-01 6.371660291324698910e-02
3.171961296986436918e-01 4.017811727700072444e-01 -2.223687417121977816e-02
3.465695515968393314e-01 3.909314082679123947e-01 2.070361513605978310e-02
3.580608902892570278e-01 3.997106581147485960e-01 4.251327799714710309e-03
3.992420367194411956e-01 3.837809916568347135e-01 2.974740713923518243e-02
3.464125738284725142e-01 4.036431302242292629e-01 5.431663360739813484e-02
3.815706177014457912e-01 3.867368541228006773e-01 -5.816049686679325426e-02
3.672460850462861970e-01 4.160358619707698047e-01 1.523480695618877334e-01
3.261105283365868801e-01 3.928619568432579201e-01 -9.122631131289304918e-02
3.450100214988128244e-01 4.265135229770683489e-01 -2.054335119560490863e-02
3.277833542049591875e-01 4.272800384211027924e-01 -7.179729905864906669e-02
3.690648404208091149e-01 3.797735814950372601e-01 -7.134468884926070675e-02
3.345104488665486819e-01 4.083775172834295253e-01 2.568573655234329678e-02
3.483195194033731346e-01 4.127493698160457081e-01 6.933004689881649973e-02
3.689363005862064671e-01 4.214655766212734855e-01 4.849663150422323099e-02
3.352099425404594379e-01 4.205330810592716184e-01 2.029664480042625563e-02
3.454024430633163001e-01 4.188329094547923459e-01 6.822439496215970678e-03
3.547526040137901626e-01 4.139155797001886627e-01 6.065090281608420675e-02
3.495406326042549972e-01 4.021155427744891320e-01 2.585689946098534975e-03
3.021207724080731127e-01 4.671554482602705005e-01 3.248056105250030079e-02
4.010855053587680796e-01 4.156651760547868113e-01 1.133051253774501888e-01
3.970393113850925193e-01 3.853082299895826957e-01 7.940640515999120019e-02
3.497462238033272053e-01 4.484220881198963116e-01 5.114001652288102662e-02
3.313727050785958417e-01 4.084730675768494246e-01 -1.792322946657753935e-02
3.352074864945226995e-01 4.912898357212074352e-01 -1.292923127401690575e-02
3.121119877709148116e-01 4.123422844276624644e-01 1.046915899590112886e-01
3.230042237157999541e-01 3.939294060088732730e-01 3.367945389986570781e-02
3.554344805914850247e-01 4.239712558969304101e-01 2.442896648179293528e-02
3.244955637604900467e-01 4.369457812111088857e-01 7.519094677066839871e-02
3.398180003680372763e-01 4.124265138772326700e-01 9.930827458722424339e-03
3.818204879819427910e-01 4.011871458887807940e-01 1.501363610636508028e-02
3.619812593189041250e-01 4.057611218946879927e-01 -6.719908033251986712e-02
3.100871318855766279e-01 4.272909951371333115e-01 8.197105309431562681e-02
3.928230365161755611e-01 4.387948329097102196e-01 1.116396252658726773e-01
3.740669801717166343e-01 3.958187089491254640e-01 1.593492920124384149e-01
3.883099894612402903e-01 3.994865951373224311e-01 5.786403435438902676e-03
2.838220287962975874e-01 4.217541272555430654e-01 5.620985909003795022e-02
3.420517250587055691e-01 4.260429462110434939e-01 5.346201176232567853e-02
3.752191580106995494e-01 4.188656503963505418e-01 5.857140892093504192e-02
3.472681171506333819e-01 3.913156234529791000e-01 9.153421557911256556e-02
3.883588864042962774e-01 4.323918922522881347e-01 6.860131573847594311e-02
3.420604794081290034e-01 3.859189154918304943e-01 -5.814626849186321778e-02
3.327327207111425156e-01 4.143976095004774374e-01 6.351122069398917880e-02
3.800248418276939710e-01 3.819207553607938399e-01 8.044241121265560679e-04
3.114102555255821025e-01 4.098837172390598083e-01 4.313728133133265530e-02
3.916159508226463304e-01 3.827496344147593432e-01 4.257887593968789908e-02
3.687750642460678741e-01 3.771163201090379502e-01 1.935089059670280776e-02
3.504555244856132346e-01 4.292578190568625551e-01 3.931041769938037334e-02
3.842612692439033029e-01 4.202327549089007186e-01 7.514766773541170508e-02
3.419792768310610520e-01 4.699291474261421686e-01 -2.000223357976371741e-02
3.656799036161499927e-01 3.885825514727430097e-01 3.882160929959543871e-02
3.578111302831641916e-01 3.807625489564666621e-01 1.096639555382707965e-01
3.781566687861069309e-01 4.074173589996752387e-01 5.049629195276406080e-03
3.976399788068594177e-01 4.350091913705586011e-01 6.172911355706522940e-02
3.240208580104989022e-01 4.184507644457080566e-01 2.876640170473709901e-02
3.400620492226410496e-01 4.170300526853091272e-01 -5.528107335553544832e-02
3.313675566669429529e-01 4.313814627603279050e-01 1.290772957380317276e-01
3.524638193308372580e-01 3.891611554349185820e-01 -1.480368275175243387e-01
3.460603589585345974e-01 4.163420888141571852e-01 1.068385435141561146e-01
3.417207212491070178e-01 4.219873678433261333e-01 1.829261914076107942e-02
3.481430722323929361e-01 4.048462112916768607e-01 5.803882539939930751e-02
3.761929794861356147e-01 4.009904828442259483e-01 -1.133892512341115877e-01
3.504555244856132346e-01 4.292578190568625551e-01 3.931041769938037334e-02
3.745718202067267466e-01 3.915964636826214651e-01 1.250506895874947677e-01
3.804978139369943335e-01 4.083343339706972941e-01 -6.042271960741274484e-02
3.603734530457784468e-01 4.264871582181959386e-01 3.089400242465445423e-02
3.490926676746088364e-01 3.909048503634151572e-01 8.055582982162334815e-02
3.459413112023320691e-01 4.177076151548940741e-01 -2.513019632806945403e-02
3.308376438179062573e-01 4.268383848233838762e-01 1.231969502769181268e-02
3.555206632154563340e-01 4.017230274543479029e-01 4.026967446702167663e-03
3.269779051036407758e-01 4.310679354159093757e-01 -1.528457120759663113e-03
3.217643534683502504e-01 4.214531516451247017e-01 -5.211092887746782143e-02
3.504555244856132346e-01 4.292578190568625551e-01 3.931041769938037334e-02
3.595737381666176402e-01 4.184162026069999651e-01 -9.049320919207537450e-02
2.979813474368232518e-01 4.394436703344226647e-01 -3.563180538728116797e-02
3.822354399736856978e-01 3.816541201942181827e-01 -3.364853885888297036e-02
3.404166679582960042e-01 4.085664416909660090e-01 7.247232159840955035e-02
3.366548292306948409e-01 4.249008170981250498e-01 -3.934431525084103320e-03
3.367594818713370852e-01 4.373064281353296057e-01 2.726990187658984155e-03
3.506189499410792276e-01 4.189264144472008011e-01 -6.262341553032735320e-02
3.240618156292990326e-01 4.328669941361646401e-01 6.930695847897561102e-02
3.601907845757350013e-01 4.228161424659605538e-01 -5.641167361547572145e-02
3.461660352740507651e-01 4.392200231566683044e-01 6.979911050258835736e-02
3.174638490547959657e-01 4.047132354386843156e-01 -3.639700752502972314e-03
3.148048447494965485e-01 4.184220662146308500e-01 1.056305560621828565e-01
3.415528507289753990e-01 3.987440173211700412e-01 -2.316647359704548936e-02
3.377028664629650456e-01 3.980871034740997016e-01 5.207742958612193718e-02
3.586058275497823744e-01 4.129673904882623647e-01 6.147083530282193564e-02
3.038820850597908074e-01 4.608381295447197545e-01 7.463304871279397013e-02
3.420604794081290034e-01 3.859189154918304943e-01 -5.814626849186321778e-02
4.221467807327697330e-01 3.899630045330902961e-01 1.732278992547087171e-02
4.196741342153358367e-01 4.057211961838625980e-01 -1.545512404973914400e-02
3.661884696043077314e-01 3.953683677756109072e-01 7.117733174708829047e-02
3.596518549574673762e-01 3.825782125701492897e-01 -2.472606663358212220e-02
3.884132756967378364e-01 3.806331067030132020e-01 6.438191087614786312e-02
3.177209000808999817e-01 3.959840276880398635e-01 6.852683228133504834e-02
3.562546151871947564e-01 3.988478259132882675e-01 -2.904061712939676188e-02
3.533629594849600486e-01 4.313024019148120614e-01 3.122842971075212581e-02
3.519035054919636973e-01 3.792397234528738226e-01 3.869431022054414804e-02
3.138036316884644794e-01 4.194954021065041561e-01 7.742740406642734108e-02
3.350568666832952625e-01 4.110051639025994463e-01 4.100899897529375338e-02
3.119974969855369706e-01 4.682353429012681145e-01 2.606951574268556726e-02
3.976714629885568231e-01 3.869695040074498937e-01 1.111800476659923209e-01
3.456184125384266781e-01 3.942143269857612542e-01 8.071802105900238722e-02
