sigma l c d e
1.005031606074599654e-01 8.505501077619819217e-01 2.226232837183579338e-01 2.218005409797286012e-02 -3.934506284740206805e-01
1.091951716460340532e-01 8.520697584096190713e-01 2.299655458586347123e-01 2.203059472249168163e-02 -3.850137487439071471e-01
1.098070825643698567e-01 7.818006546045931371e-01 2.110190634368169782e-01 2.295695662607620535e-02 -3.653494054320750584e-01
1.178386435000222804e-01 8.757694099194610615e-01 1.944185759593071161e-01 2.373073676987547120e-02 -3.587355301854265877e-01
1.085505585784894700e-01 8.984821564745699707e-01 1.810415399191378505e-01 2.447267145428708851e-02 -3.466732858578875920e-01
1.141434314021546742e-01 8.417173400451720688e-01 1.738348152871416197e-01 2.549387428849088366e-02 -3.641298571174595988e-01
1.091045536363590418e-01 8.577678605985459281e-01 2.012903430926520354e-01 2.286690741119231512e-02 -3.367784550054183645e-01
9.646710408302595907e-02 9.933930987124943712e-01 2.407916494490347503e-01 2.118732516586107825e-02 -3.912136495975639949e-01
1.115562671127024452e-01 8.801192657626809579e-01 2.170550953601682043e-01 2.248273742309059645e-02 -3.777630078727977070e-01
9.282601303894676137e-02 9.273775535053306873e-01 2.273734901462138858e-01 2.245532028712523068e-02 -4.232613654775532197e-01
1.101155227530442871e-01 8.991927913614807810e-01 2.082923371018674530e-01 2.321583789387732938e-02 -3.857554654242960623e-01
1.107561851751887733e-01 9.163354755565695786e-01 2.128859945875902770e-01 2.290061099760406019e-02 -3.881711962938930727e-01
1.148614539144469232e-01 8.361633252471755151e-01 2.028516542462885930e-01 2.402275364810874461e-02 -3.956084211874761891e-01
1.049946353700832447e-01 8.453096058031075444e-01 2.126533926595681745e-01 2.254352437220049146e-02 -3.689751225561461734e-01
1.112323422574316156e-01 8.585255800233313472e-01 1.739409853635387471e-01 2.503351956718291582e-02 -3.419866356810248309e-01
9.865589389705431422e-02 9.088864021584402986e-01 1.822693148066669711e-01 2.481427745489999184e-02 -3.559448186492261135e-01
9.387563442062588082e-02 9.020311952821985502e-01 1.749657699811011380e-01 2.531209360879554948e-02 -3.416580983843818808e-01
9.771587091830213900e-02 9.495804585920950558e-01 2.201522440908050271e-01 2.262856749282847121e-02 -3.887046179636222121e-01
1.347889332235020221e-01 8.245620798268206153e-01 2.433085097267657648e-01 2.120610399702982027e-02 -4.120568722207045287e-01
9.475146729165810633e-02 9.190047914194543477e-01 2.110386014461325122e-01 2.275978209756032364e-02 -3.918009643142726928e-01
1.059161762283355734e-01 8.812334952631051266e-01 2.624013772381565968e-01 2.040805210427405758e-02 -4.250516289477989096e-01
9.953242928653180388e-02 9.723753121594211901e-01 2.154801305180376048e-01 2.298472111804599621e-02 -3.980489886748982409e-01
9.885339591780788193e-02 8.359204817284786593e-01 2.055897456008437540e-01 2.302866690278476680e-02 -3.752229973971029642e-01
8.807782771026106960e-02 9.144334692344702198e-01 2.446535966334644208e-01 2.100987999922869151e-02 -4.075535317791617596e-01
9.142718842420807790e-02 8.128344403015093089e-01 2.008138913676924542e-01 2.351248511008519407e-02 -3.573249174249746307e-01
1.078778803865666908e-01 9.399205187012036333e-01 2.034870284655578843e-01 2.296064473547013846e-02 -3.812703113280950795e-01
1.034215511491619333e-01 1.046021149110843318e+00 2.007019414633877119e-01 2.364273775921679407e-02 -3.613098216339991620e-01
1.035223262382693465e-01 9.519805187403422853e-01 1.822323132483163466e-01 2.457621178542150273e-02 -3.697762592834451523e-01
9.817508514352019100e-02 1.094124757682874982e+00 1.829234883140722356e-01 2.478212670575887303e-02 -3.606630701235931102e-01
9.362066766964498299e-02 9.768807207192455877e-01 2.541158001565513302e-01 2.095019639742174214e-02 -4.225978622139291430e-01
9.682414677600573172e-02 1.006694444098874763e+00 2.849066300860494394e-01 1.933131491097720561e-02 -4.621302973930587754e-01
1.099228646013188926e-01 7.857243269281142251e-01 2.350023904970643951e-01 2.135261696328403375e-02 -3.850067646745963801e-01
1.089558653239692393e-01 8.984128644815148057e-01 2.269552556915408470e-01 2.216664961616447369e-02 -3.924398658118497529e-01
1.078295465022264810e-01 8.111049108063128621e-01 2.150798181485529259e-01 2.342240834438567842e-02 -3.967233262357723333e-01
1.046732073426900889e-01 8.278433277110450739e-01 1.608643793751973750e-01 2.642683176190491895e-02 -3.442675103033510098e-01
1.117405448949452818e-01 7.811674025954418177e-01 2.138637656159463329e-01 2.324154401431840697e-02 -3.861608693132640990e-01
1.089226309602519122e-01 8.932783624320963511e-01 1.791967727946723876e-01 2.510610806020500615e-02 -3.697064578454718475e-01
1.091313194660081531e-01 1.023046602240489600e+00 2.220311436238202596e-01 2.272588167363132419e-02 -3.854204418387541242e-01
1.084755884652604668e-01 9.381325030382041685e-01 2.730206629992490974e-01 1.974538961442253923e-02 -4.285104231864016455e-01
1.037228641394985912e-01 9.357010926474279566e-01 1.624540809343586467e-01 2.569914135652904066e-02 -3.429736300974116636e-01
9.880850024189798131e-02 9.603909152155176709e-01 2.480724046148361506e-01 2.127819868523971036e-02 -4.173302418377902168e-01
9.479888847960153686e-02 9.835020564129473009e-01 2.191896833132351841e-01 2.267746758162337076e-02 -4.075416166060958911e-01
9.003427859613193085e-02 9.364474417571151399e-01 2.027396394490059706e-01 2.317959682901398616e-02 -3.606690255832158964e-01
1.031360333653308092e-01 1.052712821940017474e+00 1.819864482971855768e-01 2.486266552947068859e-02 -3.426685357969712076e-01
1.074073551288642486e-01 9.133092622965305329e-01 1.919152848594789518e-01 2.426467205228945156e-02 -3.634224928249728537e-01
1.088026216009456981e-01 7.990623522239764798e-01 1.956006337776408088e-01 2.379682536404757742e-02 -3.504698651718720637e-01
1.157178870292594197e-01 8.324308509724143157e-01 2.448169732608740379e-01 2.124483014252415841e-02 -4.310129426554398790e-01
9.759640574356337472e-02 1.008300747571051703e+00 1.913929765371884528e-01 2.337755951137586094e-02 -3.658485907493617129e-01
8.025524998690890255e-02 9.488918633656904245e-01 1.914875982067840710e-01 2.385441118009093420e-02 -3.513837818464533580e-01
9.017381140160762865e-02 9.153130099531164854e-01 2.088887724126695655e-01 2.255120643332892208e-02 -3.829487113867975356e-01
1.082653866237173607e-01 1.206268027580155389e+00 2.674466670979800398e-01 2.043072154637519053e-02 -4.224913611684163461e-01
1.025748841137571199e-01 1.010874065048576798e+00 1.761872758436728859e-01 2.521521232364264814e-02 -3.484448478275521399e-01
1.006579977707817430e-01 8.850332293682097173e-01 2.102754819360646010e-01 2.311755967180103427e-02 -3.664252344067586709e-01
1.058972560307282484e-01 8.793757051216908316e-01 2.178013577154822578e-01 2.196103714961607917e-02 -3.893830828896730489e-01
1.007287762052189450e-01 8.917362024145816246e-01 2.086032644310309436e-01 2.285314561305494541e-02 -3.726431658808416758e-01
1.060015196988869784e-01 8.099004946310149888e-01 2.402802877020688843e-01 2.179469509716576089e-02 -4.085606821207253825e-01
1.022169098642890378e-01 1.060378553052558903e+00 2.280472749595214843e-01 2.247349105664807681e-02 -4.006779898140698792e-01
1.084457896422315465e-01 7.762543782667025161e-01 2.138106554275931437e-01 2.269948567171168469e-02 -3.775737362347041381e-01
9.554846261838116639e-02 1.011747629621225997e+00 2.284053124816567415e-01 2.240930432053056184e-02 -3.859711001010642795e-01
1.102024124889044582e-01 8.234992381337518097e-01 2.366312587659014088e-01 2.161710451548090606e-02 -3.750520401677277516e-01
1.019489912892102140e-01 8.660031757223896065e-01 3.239188551226850343e-01 1.827845476952940501e-02 -4.895902630234446606e-01
1.001085268429683511e-01 1.020566792328100991e+00 2.555384892153775844e-01 2.077974996184851764e-02 -4.176506849731371762e-01
9.982371707568518659e-02 1.060534697369629242e+00 1.945456042941524633e-01 2.362059935897860632e-02 -3.595100024013916373e-01
1.062977311628900273e-01 9.444947311172546822e-01 2.382814929862790976e-01 2.105960542422869938e-02 -3.949618345765193439e-01
1.007192825308951406e-01 8.705772743351234411e-01 2.074051217445265216e-01 2.320046508395479795e-02 -3.860652452603950957e-01
9.739332198381989159e-02 9.243038062943692568e-01 1.939713271497938152e-01 2.388589717472153207e-02 -3.524473733451536361e-01
8.304060311373810677e-02 9.726574396814369194e-01 1.706729955139665300e-01 2.520787057114142610e-02 -3.445314250371324105e-01
1.114972739503267557e-01 1.102137729422175250e+00 2.431943029059027150e-01 2.088177824368745925e-02 -3.954287640348843613e-01
9.094024377733324338e-02 8.304109584542134215e-01 3.011589355013015723e-01 1.915157313237211140e-02 -4.665690439537723000e-01
1.179908877584358862e-01 8.963732667047407121e-01 2.117117260319676397e-01 2.314374647812998675e-02 -3.935215240316892737e-01
1.040386695087532204e-01 8.897054886617745684e-01 2.499429644438657672e-01 2.065134600134604925e-02 -4.109247172743319965e-01
1.267414383581715320e-01 8.891913302931585550e-01 2.670601783768449256e-01 2.019206163857222708e-02 -4.430931647979795551e-01
1.046866297408270419e-01 8.649217047398904956e-01 2.190337115651495026e-01 2.280819152781720510e-02 -4.123682415048853800e-01
1.117405448949452818e-01 7.811674025954418177e-01 2.138637656159463329e-01 2.324154401431840697e-02 -3.861608693132640990e-01
9.937811851110747718e-02 8.842354909872043311e-01 1.842657232266597944e-01 2.456286153409663678e-02 -3.638489480547264510e-01
1.029676883689317896e-01 8.220454269221664223e-01 2.481344662271949275e-01 2.096728646247584052e-02 -4.215838554757300738e-01
1.094664851669612665e-01 8.672351601217047623e-01 2.378434651563550162e-01 2.126900466406601853e-02 -3.768334502601635716e-01
1.098425953020366885e-01 8.494336892778719950e-01 2.643570847255161116e-01 1.925072255689293937e-02 -3.755107566503763650e-01
1.003916930948018649e-01 1.074388359856905062e+00 1.769367830653105766e-01 2.476268036502549813e-02 -3.371010542171993807e-01
9.678500639216222612e-02 9.096041671457298916e-01 2.704715318509356425e-01 2.085899336996871814e-02 -4.593978018292563803e-01
8.934137188669362406e-02 8.863994623571368470e-01 2.375590566411251991e-01 2.149877829629215711e-02 -4.003156115653153657e-01
1.003707851491617981e-01 9.099797184217639501e-01 1.686021482493249568e-01 2.547492573643643857e-02 -3.495798898180618730e-01
1.079701850040898498e-01 7.310804934292508550e-01 2.609372573300019482e-01 2.041033667961998990e-02 -4.415860589050352170e-01
1.085732970511485845e-01 8.606999839324768198e-01 2.167980207822362004e-01 2.233468686803240233e-02 -3.765526835393400162e-01
1.059551670280455965e-01 1.069506119327285454e+00 1.776106374544885735e-01 2.489887466322083034e-02 -3.582962752879471635e-01
1.103343724733991116e-01 8.111983573938473802e-01 2.355072044825847755e-01 2.197591257143919480e-02 -4.335030924472479397e-01
1.181083704174761967e-01 9.757399526447542160e-01 2.713429421193631619e-01 2.015212346009650352e-02 -4.410285011076290340e-01
8.635552977961111210e-02 9.303928046412929254e-01 2.014715904383885814e-01 2.315408115699174249e-02 -3.759812376968326708e-01
1.076608385022964215e-01 9.265761294849940155e-01 2.411886160157052927e-01 2.106896891649930048e-02 -3.962482222614894800e-01
9.479888847960153686e-02 9.835020564129473009e-01 2.191896833132351841e-01 2.267746758162337076e-02 -4.075416166060958911e-01
9.862933691381145507e-02 9.715792163007730409e-01 2.744610657878885362e-01 2.005120985998046917e-02 -4.347188758941180620e-01
9.564709366389545497e-02 9.326810592717305060e-01 2.506835201955395220e-01 2.072932239257712847e-02 -4.097286736775911375e-01
1.028601208084253538e-01 8.702067975402938416e-01 2.651999129454267745e-01 2.030215995477636579e-02 -4.347865453537396174e-01
9.244561311515976654e-02 9.793700114160253101e-01 2.150196568873397052e-01 2.262942615761341994e-02 -3.662251111871215326e-01
1.140818484887090312e-01 8.147314704399999385e-01 2.017816676553227939e-01 2.299175761265679491e-02 -3.446179091130828764e-01
1.018064972460431539e-01 9.044795013679601814e-01 1.968028426531633901e-01 2.345103597092149453e-02 -3.871583229145560967e-01
1.041257795902042482e-01 9.178367676157213051e-01 2.264891422683898980e-01 2.236006860204152111e-02 -3.861969394573758763e-01
9.350289442552441044e-02 8.589329868691257808e-01 2.491951313422389180e-01 2.065902017644136862e-02 -3.902980696288248508e-01
1.068372711008792192e-01 9.846078943650687920e-01 2.654748873903036710e-01 2.006979997885547859e-02 -4.260711478768484106e-01
1.122234174257884798e-01 8.858961357004085935e-01 1.702065882317351786e-01 2.527267426603160144e-02 -3.338628170081381352e-01
9.679418845679008121e-02 7.961475492419287647e-01 2.687573983611941664e-01 2.070441296059725989e-02 -4.689021789449701050e-01
9.474401480369550044e-02 9.854516238036252762e-01 2.612784605500946267e-01 2.033694709571234188e-02 -4.129241175642871520e-01
1.011262181141311667e-01 8.508486427850558975e-01 2.071927193945515278e-01 2.306258514604119653e-02 -3.682110872189413575e-01
1.117182851063680815e-01 8.750630112371082792e-01 1.807893823887303242e-01 2.507035385830565580e-02 -3.840899224298525150e-01
1.058614341731066444e-01 8.240207456940775721e-01 2.584754164670468590e-01 2.058229286507874331e-02 -4.387180731003867962e-01
1.107648718692358092e-01 8.397570084614909280e-01 2.239533860281548439e-01 2.298428289965187554e-02 -3.924728785116885499e-01
9.292287159745915570e-02 1.070366165516504209e+00 2.399307076247279014e-01 2.169182656347617283e-02 -4.071402232590902726e-01
9.526147283701368040e-02 9.119971326003626366e-01 2.061372075713228114e-01 2.304209794152749929e-02 -3.775204655924045971e-01
1.016734783420864680e-01 9.074774534781976376e-01 2.297477127007510056e-01 2.177570313532646573e-02 -4.011086136373366307e-01
1.082500948095405646e-01 9.640303078470758846e-01 2.221420327735745825e-01 2.271690476621235008e-02 -4.016958620906196931e-01
9.754380072102421251e-02 9.131600735602432017e-01 1.878956428491973529e-01 2.460294755164067412e-02 -3.638484817812535077e-01
1.047439172037602645e-01 9.051654715933996620e-01 1.757934068180160292e-01 2.529381567725545732e-02 -3.544578183265779669e-01
1.067181209420525190e-01 9.899079558232062315e-01 1.664118760844279787e-01 2.544949347557803193e-02 -3.326579262479135712e-01
1.005782535233602643e-01 9.839977477300501096e-01 2.308417619855300806e-01 2.167722760160201850e-02 -4.047142893740877101e-01
1.091951716460340532e-01 8.520697584096190713e-01 2.299655458586347123e-01 2.203059472249168163e-02 -3.850137487439071471e-01
1.051880955069073170e-01 8.366869999808912439e-01 2.020513554355531927e-01 2.355153271481686197e-02 -3.792269422670837553e-01
9.460952667397408422e-02 9.354995402210303235e-01 1.894022160052788450e-01 2.381052115108344899e-02 -3.397760259009581230e-01
1.115937385213227190e-01 7.747768151852620910e-01 2.282747064181565033e-01 2.156278303167691313e-02 -3.767254336517749103e-01
1.030220960479429626e-01 8.691611985992376832e-01 1.634567276480902720e-01 2.619791340793570927e-02 -3.569980166205238836e-01
1.058120842420905289e-01 8.551840414779497968e-01 2.361374262163029591e-01 2.169971891674162684e-02 -3.902819331715225992e-01
1.218510485895520079e-01 8.614894159135124685e-01 3.433636953019190141e-01 1.734154322491521585e-02 -4.898672132617798436e-01
1.112406605220287725e-01 9.011043607818481904e-01 2.434127002410209073e-01 2.126340975063206740e-02 -3.752557831361414964e-01
1.037902195361665031e-01 9.977713172062954161e-01 2.036676515075657168e-01 2.343282014046343259e-02 -3.730660440154480728e-01
1.072543969319346702e-01 9.466949774863679945e-01 2.664300454961663345e-01 2.034163339986461150e-02 -4.359750080479901646e-01
9.886982351057732599e-02 9.280650276900634932e-01 1.815494190023900778e-01 2.442311273806786406e-02 -3.668715774359235793e-01
9.464302835640464595e-02 9.988034014051132559e-01 2.662204193114685591e-01 2.013944128732804081e-02 -4.164827102474610854e-01
1.079500820615331841e-01 8.532988224803244037e-01 2.493688418524870887e-01 2.076445101977787006e-02 -4.188271912671724939e-01
1.042346183638679924e-01 8.983433199599372143e-01 2.014458948718897968e-01 2.358862517312010007e-02 -3.820679202788401785e-01
9.462840692295568235e-02 8.452678454787061479e-01 2.448662239803747198e-01 2.123568289945802420e-02 -4.023530472738642283e-01
9.435806445345627791e-02 8.453320462609155150e-01 2.495605298904335356e-01 2.133241002583739082e-02 -3.980990049008497067e-01
